Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001
"Census Tract 94","Census Tract 94, Kings County, New York","36047009400","140","00","21","36","047","21",,"009400",4855
"Census Tract 96","Census Tract 96, Kings County, New York","36047009600","140","00","21","36","047","21",,"009600",5900
"Census Tract 98","Census Tract 98, Kings County, New York","36047009800","140","00","21","36","047","21",,"009800",6121
"Census Tract 100","Census Tract 100, Kings County, New York","36047010000","140","00","21","36","047","21",,"010000",6271
"Census Tract 101","Census Tract 101, Kings County, New York","36047010100","140","00","21","36","047","21",,"010100",4095
"Census Tract 102","Census Tract 102, Kings County, New York","36047010200","140","00","21","36","047","21",,"010200",4616
"Census Tract 104","Census Tract 104, Kings County, New York","36047010400","140","00","21","36","047","21",,"010400",5530
"Census Tract 106","Census Tract 106, Kings County, New York","36047010600","140","00","21","36","047","21",,"010600",5460
"Census Tract 108","Census Tract 108, Kings County, New York","36047010800","140","00","21","36","047","21",,"010800",4773
"Census Tract 110","Census Tract 110, Kings County, New York","36047011000","140","00","21","36","047","21",,"011000",2017
"Census Tract 112","Census Tract 112, Kings County, New York","36047011200","140","00","21","36","047","21",,"011200",6242
"Census Tract 114","Census Tract 114, Kings County, New York","36047011400","140","00","21","36","047","21",,"011400",4116
"Census Tract 116","Census Tract 116, Kings County, New York","36047011600","140","00","21","36","047","21",,"011600",4259
"Census Tract 117","Census Tract 117, Kings County, New York","36047011700","140","00","21","36","047","21",,"011700",2788
"Census Tract 118","Census Tract 118, Kings County, New York","36047011800","140","00","21","36","047","21",,"011800",2009
"Census Tract 120","Census Tract 120, Kings County, New York","36047012000","140","00","21","36","047","21",,"012000",1253
"Census Tract 121","Census Tract 121, Kings County, New York","36047012100","140","00","21","36","047","21",,"012100",1796
"Census Tract 122","Census Tract 122, Kings County, New York","36047012200","140","00","21","36","047","21",,"012200",5045
"Census Tract 123","Census Tract 123, Kings County, New York","36047012300","140","00","21","36","047","21",,"012300",315
"Census Tract 124","Census Tract 124, Kings County, New York","36047012400","140","00","21","36","047","21",,"012400",1952
"Census Tract 125","Census Tract 125, Kings County, New York","36047012500","140","00","21","36","047","21",,"012500",1240
"Census Tract 127","Census Tract 127, Kings County, New York","36047012700","140","00","21","36","047","21",,"012700",3405
"Census Tract 128.01","Census Tract 128.01, Kings County, New York","36047012801","140","00","21","36","047","21",,"012801",2006
"Census Tract 128.02","Census Tract 128.02, Kings County, New York","36047012802","140","00","21","36","047","21",,"012802",571
"Census Tract 129.01","Census Tract 129.01, Kings County, New York","36047012901","140","00","21","36","047","21",,"012901",2239
"Census Tract 129.02","Census Tract 129.02, Kings County, New York","36047012902","140","00","21","36","047","21",,"012902",2125
"Census Tract 130","Census Tract 130, Kings County, New York","36047013000","140","00","21","36","047","21",,"013000",4733
"Census Tract 131","Census Tract 131, Kings County, New York","36047013100","140","00","21","36","047","21",,"013100",3994
"Census Tract 132","Census Tract 132, Kings County, New York","36047013200","140","00","21","36","047","21",,"013200",2165
"Census Tract 133","Census Tract 133, Kings County, New York","36047013300","140","00","21","36","047","21",,"013300",3667
"Census Tract 134","Census Tract 134, Kings County, New York","36047013400","140","00","21","36","047","21",,"013400",3889
"Census Tract 135","Census Tract 135, Kings County, New York","36047013500","140","00","21","36","047","21",,"013500",2830
"Census Tract 136","Census Tract 136, Kings County, New York","36047013600","140","00","21","36","047","21",,"013600",3924
"Census Tract 137","Census Tract 137, Kings County, New York","36047013700","140","00","21","36","047","21",,"013700",2972
"Census Tract 138","Census Tract 138, Kings County, New York","36047013800","140","00","21","36","047","21",,"013800",3206
"Census Tract 139","Census Tract 139, Kings County, New York","36047013900","140","00","21","36","047","21",,"013900",3832
"Census Tract 140","Census Tract 140, Kings County, New York","36047014000","140","00","21","36","047","21",,"014000",2012
"Census Tract 141","Census Tract 141, Kings County, New York","36047014100","140","00","21","36","047","21",,"014100",2737
"Census Tract 142","Census Tract 142, Kings County, New York","36047014200","140","00","21","36","047","21",,"014200",3238
"Census Tract 143","Census Tract 143, Kings County, New York","36047014300","140","00","21","36","047","21",,"014300",3682
"Census Tract 144","Census Tract 144, Kings County, New York","36047014400","140","00","21","36","047","21",,"014400",1057
"Census Tract 145","Census Tract 145, Kings County, New York","36047014500","140","00","21","36","047","21",,"014500",4326
"Census Tract 146","Census Tract 146, Kings County, New York","36047014600","140","00","21","36","047","21",,"014600",985
"Census Tract 147","Census Tract 147, Kings County, New York","36047014700","140","00","21","36","047","21",,"014700",2214
"Census Tract 148","Census Tract 148, Kings County, New York","36047014800","140","00","21","36","047","21",,"014800",1222
"Census Tract 149","Census Tract 149, Kings County, New York","36047014900","140","00","21","36","047","21",,"014900",4774
"Census Tract 150","Census Tract 150, Kings County, New York","36047015000","140","00","21","36","047","21",,"015000",1564
"Census Tract 151","Census Tract 151, Kings County, New York","36047015100","140","00","21","36","047","21",,"015100",3390
"Census Tract 153","Census Tract 153, Kings County, New York","36047015300","140","00","21","36","047","21",,"015300",2955
"Census Tract 154","Census Tract 154, Kings County, New York","36047015400","140","00","21","36","047","21",,"015400",0
"Census Tract 155","Census Tract 155, Kings County, New York","36047015500","140","00","21","36","047","21",,"015500",3312
"Census Tract 156","Census Tract 156, Kings County, New York","36047015600","140","00","21","36","047","21",,"015600",681
"Census Tract 157","Census Tract 157, Kings County, New York","36047015700","140","00","21","36","047","21",,"015700",4143
"Census Tract 158","Census Tract 158, Kings County, New York","36047015800","140","00","21","36","047","21",,"015800",1559
"Census Tract 159","Census Tract 159, Kings County, New York","36047015900","140","00","21","36","047","21",,"015900",5091
"Census Tract 160","Census Tract 160, Kings County, New York","36047016000","140","00","21","36","047","21",,"016000",4246
"Census Tract 161","Census Tract 161, Kings County, New York","36047016100","140","00","21","36","047","21",,"016100",2568
"Census Tract 162","Census Tract 162, Kings County, New York","36047016200","140","00","21","36","047","21",,"016200",1834
"Census Tract 163","Census Tract 163, Kings County, New York","36047016300","140","00","21","36","047","21",,"016300",3175
"Census Tract 164","Census Tract 164, Kings County, New York","36047016400","140","00","21","36","047","21",,"016400",1225
"Census Tract 165","Census Tract 165, Kings County, New York","36047016500","140","00","21","36","047","21",,"016500",4847
"Census Tract 167","Census Tract 167, Kings County, New York","36047016700","140","00","21","36","047","21",,"016700",4534
"Census Tract 168","Census Tract 168, Kings County, New York","36047016800","140","00","21","36","047","21",,"016800",1425
"Census Tract 169","Census Tract 169, Kings County, New York","36047016900","140","00","21","36","047","21",,"016900",4800
"Census Tract 170","Census Tract 170, Kings County, New York","36047017000","140","00","21","36","047","21",,"017000",2882
"Census Tract 171","Census Tract 171, Kings County, New York","36047017100","140","00","21","36","047","21",,"017100",3449
"Census Tract 172","Census Tract 172, Kings County, New York","36047017200","140","00","21","36","047","21",,"017200",2892
"Census Tract 173","Census Tract 173, Kings County, New York","36047017300","140","00","21","36","047","21",,"017300",354
"Census Tract 174","Census Tract 174, Kings County, New York","36047017400","140","00","21","36","047","21",,"017400",1751
"Census Tract 175","Census Tract 175, Kings County, New York","36047017500","140","00","21","36","047","21",,"017500",28
"Census Tract 176","Census Tract 176, Kings County, New York","36047017600","140","00","21","36","047","21",,"017600",2239
"Census Tract 177","Census Tract 177, Kings County, New York","36047017700","140","00","21","36","047","21",,"017700",11
"Census Tract 178","Census Tract 178, Kings County, New York","36047017800","140","00","21","36","047","21",,"017800",2579
"Census Tract 179","Census Tract 179, Kings County, New York","36047017900","140","00","21","36","047","21",,"017900",3379
"Census Tract 180","Census Tract 180, Kings County, New York","36047018000","140","00","21","36","047","21",,"018000",2803
"Census Tract 181","Census Tract 181, Kings County, New York","36047018100","140","00","21","36","047","21",,"018100",3895
"Census Tract 182","Census Tract 182, Kings County, New York","36047018200","140","00","21","36","047","21",,"018200",3039
"Census Tract 183","Census Tract 183, Kings County, New York","36047018300","140","00","21","36","047","21",,"018300",2502
"Census Tract 184","Census Tract 184, Kings County, New York","36047018400","140","00","21","36","047","21",,"018400",1977
"Census Tract 185.01","Census Tract 185.01, Kings County, New York","36047018501","140","00","21","36","047","21",,"018501",4803
"Census Tract 185.02","Census Tract 185.02, Kings County, New York","36047018502","140","00","21","36","047","21",,"018502",880
"Census Tract 186","Census Tract 186, Kings County, New York","36047018600","140","00","21","36","047","21",,"018600",1848
"Census Tract 187","Census Tract 187, Kings County, New York","36047018700","140","00","21","36","047","21",,"018700",1228
"Census Tract 188","Census Tract 188, Kings County, New York","36047018800","140","00","21","36","047","21",,"018800",2615
"Census Tract 189","Census Tract 189, Kings County, New York","36047018900","140","00","21","36","047","21",,"018900",38
"Census Tract 190","Census Tract 190, Kings County, New York","36047019000","140","00","21","36","047","21",,"019000",4595
"Census Tract 191","Census Tract 191, Kings County, New York","36047019100","140","00","21","36","047","21",,"019100",2816
"Census Tract 192","Census Tract 192, Kings County, New York","36047019200","140","00","21","36","047","21",,"019200",2320
"Census Tract 193","Census Tract 193, Kings County, New York","36047019300","140","00","21","36","047","21",,"019300",5214
"Census Tract 194","Census Tract 194, Kings County, New York","36047019400","140","00","21","36","047","21",,"019400",3070
"Census Tract 195","Census Tract 195, Kings County, New York","36047019500","140","00","21","36","047","21",,"019500",3821
"Census Tract 196","Census Tract 196, Kings County, New York","36047019600","140","00","21","36","047","21",,"019600",3849
"Census Tract 197","Census Tract 197, Kings County, New York","36047019700","140","00","21","36","047","21",,"019700",3577
"Census Tract 198","Census Tract 198, Kings County, New York","36047019800","140","00","21","36","047","21",,"019800",1710
"Census Tract 199","Census Tract 199, Kings County, New York","36047019900","140","00","21","36","047","21",,"019900",2946
"Census Tract 200","Census Tract 200, Kings County, New York","36047020000","140","00","21","36","047","21",,"020000",1940
"Census Tract 201","Census Tract 201, Kings County, New York","36047020100","140","00","21","36","047","21",,"020100",3632
"Census Tract 202","Census Tract 202, Kings County, New York","36047020200","140","00","21","36","047","21",,"020200",1758
"Census Tract 203","Census Tract 203, Kings County, New York","36047020300","140","00","21","36","047","21",,"020300",1192
"Census Tract 204","Census Tract 204, Kings County, New York","36047020400","140","00","21","36","047","21",,"020400",1960
"Census Tract 205","Census Tract 205, Kings County, New York","36047020500","140","00","21","36","047","21",,"020500",2444
"Census Tract 206","Census Tract 206, Kings County, New York","36047020600","140","00","21","36","047","21",,"020600",2192
"Census Tract 207","Census Tract 207, Kings County, New York","36047020700","140","00","21","36","047","21",,"020700",4659
"Census Tract 208","Census Tract 208, Kings County, New York","36047020800","140","00","21","36","047","21",,"020800",2657
"Census Tract 210","Census Tract 210, Kings County, New York","36047021000","140","00","21","36","047","21",,"021000",3307
"Census Tract 212","Census Tract 212, Kings County, New York","36047021200","140","00","21","36","047","21",,"021200",3638
"Census Tract 213","Census Tract 213, Kings County, New York","36047021300","140","00","21","36","047","21",,"021300",4735
"Census Tract 214","Census Tract 214, Kings County, New York","36047021400","140","00","21","36","047","21",,"021400",1811
"Census Tract 215","Census Tract 215, Kings County, New York","36047021500","140","00","21","36","047","21",,"021500",5617
"Census Tract 216","Census Tract 216, Kings County, New York","36047021600","140","00","21","36","047","21",,"021600",3601
"Census Tract 217","Census Tract 217, Kings County, New York","36047021700","140","00","21","36","047","21",,"021700",3843
"Census Tract 218","Census Tract 218, Kings County, New York","36047021800","140","00","21","36","047","21",,"021800",3785
"Census Tract 219","Census Tract 219, Kings County, New York","36047021900","140","00","21","36","047","21",,"021900",3820
"Census Tract 220","Census Tract 220, Kings County, New York","36047022000","140","00","21","36","047","21",,"022000",4452
"Census Tract 221","Census Tract 221, Kings County, New York","36047022100","140","00","21","36","047","21",,"022100",3928
"Census Tract 222","Census Tract 222, Kings County, New York","36047022200","140","00","21","36","047","21",,"022200",4719
"Census Tract 223","Census Tract 223, Kings County, New York","36047022300","140","00","21","36","047","21",,"022300",3996
"Census Tract 224","Census Tract 224, Kings County, New York","36047022400","140","00","21","36","047","21",,"022400",4943
"Census Tract 225","Census Tract 225, Kings County, New York","36047022500","140","00","21","36","047","21",,"022500",781
"Census Tract 226","Census Tract 226, Kings County, New York","36047022600","140","00","21","36","047","21",,"022600",2544
"Census Tract 227","Census Tract 227, Kings County, New York","36047022700","140","00","21","36","047","21",,"022700",3406
"Census Tract 228","Census Tract 228, Kings County, New York","36047022800","140","00","21","36","047","21",,"022800",3426
"Census Tract 229","Census Tract 229, Kings County, New York","36047022900","140","00","21","36","047","21",,"022900",3153
"Census Tract 230","Census Tract 230, Kings County, New York","36047023000","140","00","21","36","047","21",,"023000",4176
"Census Tract 231","Census Tract 231, Kings County, New York","36047023100","140","00","21","36","047","21",,"023100",2774
"Census Tract 232","Census Tract 232, Kings County, New York","36047023200","140","00","21","36","047","21",,"023200",6059
"Census Tract 233","Census Tract 233, Kings County, New York","36047023300","140","00","21","36","047","21",,"023300",4875
"Census Tract 234","Census Tract 234, Kings County, New York","36047023400","140","00","21","36","047","21",,"023400",4710
"Census Tract 235","Census Tract 235, Kings County, New York","36047023500","140","00","21","36","047","21",,"023500",1953
"Census Tract 236","Census Tract 236, Kings County, New York","36047023600","140","00","21","36","047","21",,"023600",5222
"Census Tract 237","Census Tract 237, Kings County, New York","36047023700","140","00","21","36","047","21",,"023700",1421
"Census Tract 238","Census Tract 238, Kings County, New York","36047023800","140","00","21","36","047","21",,"023800",4470
"Census Tract 239","Census Tract 239, Kings County, New York","36047023900","140","00","21","36","047","21",,"023900",417
"Census Tract 240","Census Tract 240, Kings County, New York","36047024000","140","00","21","36","047","21",,"024000",4634
"Census Tract 241","Census Tract 241, Kings County, New York","36047024100","140","00","21","36","047","21",,"024100",1564
"Census Tract 242","Census Tract 242, Kings County, New York","36047024200","140","00","21","36","047","21",,"024200",2808
"Census Tract 243","Census Tract 243, Kings County, New York","36047024300","140","00","21","36","047","21",,"024300",3954
"Census Tract 244","Census Tract 244, Kings County, New York","36047024400","140","00","21","36","047","21",,"024400",3069
"Census Tract 245","Census Tract 245, Kings County, New York","36047024500","140","00","21","36","047","21",,"024500",3555
"Census Tract 246","Census Tract 246, Kings County, New York","36047024600","140","00","21","36","047","21",,"024600",2911
"Census Tract 247","Census Tract 247, Kings County, New York","36047024700","140","00","21","36","047","21",,"024700",2349
"Census Tract 248","Census Tract 248, Kings County, New York","36047024800","140","00","21","36","047","21",,"024800",2448
"Census Tract 249","Census Tract 249, Kings County, New York","36047024900","140","00","21","36","047","21",,"024900",4240
"Census Tract 250","Census Tract 250, Kings County, New York","36047025000","140","00","21","36","047","21",,"025000",1532
"Census Tract 251","Census Tract 251, Kings County, New York","36047025100","140","00","21","36","047","21",,"025100",3779
"Census Tract 252","Census Tract 252, Kings County, New York","36047025200","140","00","21","36","047","21",,"025200",4654
"Census Tract 253","Census Tract 253, Kings County, New York","36047025300","140","00","21","36","047","21",,"025300",2528
"Census Tract 254","Census Tract 254, Kings County, New York","36047025400","140","00","21","36","047","21",,"025400",3379
"Census Tract 255","Census Tract 255, Kings County, New York","36047025500","140","00","21","36","047","21",,"025500",5077
"Census Tract 256","Census Tract 256, Kings County, New York","36047025600","140","00","21","36","047","21",,"025600",2956
"Census Tract 257","Census Tract 257, Kings County, New York","36047025700","140","00","21","36","047","21",,"025700",2026
"Census Tract 258","Census Tract 258, Kings County, New York","36047025800","140","00","21","36","047","21",,"025800",4329
"Census Tract 259.01","Census Tract 259.01, Kings County, New York","36047025901","140","00","21","36","047","21",,"025901",1887
"Census Tract 259.02","Census Tract 259.02, Kings County, New York","36047025902","140","00","21","36","047","21",,"025902",3595
"Census Tract 260","Census Tract 260, Kings County, New York","36047026000","140","00","21","36","047","21",,"026000",3463
"Census Tract 261","Census Tract 261, Kings County, New York","36047026100","140","00","21","36","047","21",,"026100",4445
"Census Tract 262","Census Tract 262, Kings County, New York","36047026200","140","00","21","36","047","21",,"026200",2364
"Census Tract 263","Census Tract 263, Kings County, New York","36047026300","140","00","21","36","047","21",,"026300",1877
"Census Tract 264","Census Tract 264, Kings County, New York","36047026400","140","00","21","36","047","21",,"026400",4440
"Census Tract 265","Census Tract 265, Kings County, New York","36047026500","140","00","21","36","047","21",,"026500",3717
"Census Tract 266","Census Tract 266, Kings County, New York","36047026600","140","00","21","36","047","21",,"026600",3399
"Census Tract 267","Census Tract 267, Kings County, New York","36047026700","140","00","21","36","047","21",,"026700",4151
"Census Tract 268","Census Tract 268, Kings County, New York","36047026800","140","00","21","36","047","21",,"026800",4017
"Census Tract 269","Census Tract 269, Kings County, New York","36047026900","140","00","21","36","047","21",,"026900",2809
"Census Tract 270","Census Tract 270, Kings County, New York","36047027000","140","00","21","36","047","21",,"027000",2337
"Census Tract 271.01","Census Tract 271.01, Kings County, New York","36047027101","140","00","21","36","047","21",,"027101",1728
"Census Tract 271.02","Census Tract 271.02, Kings County, New York","36047027102","140","00","21","36","047","21",,"027102",1082
"Census Tract 272","Census Tract 272, Kings County, New York","36047027200","140","00","21","36","047","21",,"027200",3449
"Census Tract 273","Census Tract 273, Kings County, New York","36047027300","140","00","21","36","047","21",,"027300",3061
"Census Tract 274","Census Tract 274, Kings County, New York","36047027400","140","00","21","36","047","21",,"027400",2885
"Census Tract 275","Census Tract 275, Kings County, New York","36047027500","140","00","21","36","047","21",,"027500",4171
"Census Tract 276","Census Tract 276, Kings County, New York","36047027600","140","00","21","36","047","21",,"027600",3331
"Census Tract 277","Census Tract 277, Kings County, New York","36047027700","140","00","21","36","047","21",,"027700",4001
"Census Tract 278","Census Tract 278, Kings County, New York","36047027800","140","00","21","36","047","21",,"027800",2758
"Census Tract 279","Census Tract 279, Kings County, New York","36047027900","140","00","21","36","047","21",,"027900",3791
"Census Tract 280","Census Tract 280, Kings County, New York","36047028000","140","00","21","36","047","21",,"028000",1685
"Census Tract 281","Census Tract 281, Kings County, New York","36047028100","140","00","21","36","047","21",,"028100",3579
"Census Tract 282","Census Tract 282, Kings County, New York","36047028200","140","00","21","36","047","21",,"028200",2890
"Census Tract 283","Census Tract 283, Kings County, New York","36047028300","140","00","21","36","047","21",,"028300",3624
"Census Tract 284","Census Tract 284, Kings County, New York","36047028400","140","00","21","36","047","21",,"028400",3826
"Census Tract 285.01","Census Tract 285.01, Kings County, New York","36047028501","140","00","21","36","047","21",,"028501",1422
"Census Tract 285.02","Census Tract 285.02, Kings County, New York","36047028502","140","00","21","36","047","21",,"028502",2921
"Census Tract 286","Census Tract 286, Kings County, New York","36047028600","140","00","21","36","047","21",,"028600",4984
"Census Tract 287","Census Tract 287, Kings County, New York","36047028700","140","00","21","36","047","21",,"028700",2755
"Census Tract 288","Census Tract 288, Kings County, New York","36047028800","140","00","21","36","047","21",,"028800",3503
"Census Tract 289","Census Tract 289, Kings County, New York","36047028900","140","00","21","36","047","21",,"028900",3432
"Census Tract 290","Census Tract 290, Kings County, New York","36047029000","140","00","21","36","047","21",,"029000",3802
"Census Tract 291","Census Tract 291, Kings County, New York","36047029100","140","00","21","36","047","21",,"029100",2777
"Census Tract 292","Census Tract 292, Kings County, New York","36047029200","140","00","21","36","047","21",,"029200",2442
"Census Tract 293","Census Tract 293, Kings County, New York","36047029300","140","00","21","36","047","21",,"029300",3277
"Census Tract 294","Census Tract 294, Kings County, New York","36047029400","140","00","21","36","047","21",,"029400",2351
"Census Tract 295","Census Tract 295, Kings County, New York","36047029500","140","00","21","36","047","21",,"029500",3745
"Census Tract 296","Census Tract 296, Kings County, New York","36047029600","140","00","21","36","047","21",,"029600",5343
"Census Tract 297","Census Tract 297, Kings County, New York","36047029700","140","00","21","36","047","21",,"029700",3349
"Census Tract 298","Census Tract 298, Kings County, New York","36047029800","140","00","21","36","047","21",,"029800",3355
"Census Tract 299","Census Tract 299, Kings County, New York","36047029900","140","00","21","36","047","21",,"029900",1657
"Census Tract 300","Census Tract 300, Kings County, New York","36047030000","140","00","21","36","047","21",,"030000",3576
"Census Tract 301","Census Tract 301, Kings County, New York","36047030100","140","00","21","36","047","21",,"030100",2650
"Census Tract 302","Census Tract 302, Kings County, New York","36047030200","140","00","21","36","047","21",,"030200",3711
"Census Tract 303","Census Tract 303, Kings County, New York","36047030300","140","00","21","36","047","21",,"030300",3409
"Census Tract 304","Census Tract 304, Kings County, New York","36047030400","140","00","21","36","047","21",,"030400",3966
"Census Tract 306","Census Tract 306, Kings County, New York","36047030600","140","00","21","36","047","21",,"030600",1918
"Census Tract 307","Census Tract 307, Kings County, New York","36047030700","140","00","21","36","047","21",,"030700",3734
"Census Tract 308","Census Tract 308, Kings County, New York","36047030800","140","00","21","36","047","21",,"030800",1691
"Census Tract 309","Census Tract 309, Kings County, New York","36047030900","140","00","21","36","047","21",,"030900",1593
"Census Tract 311","Census Tract 311, Kings County, New York","36047031100","140","00","21","36","047","21",,"031100",2650
"Census Tract 313","Census Tract 313, Kings County, New York","36047031300","140","00","21","36","047","21",,"031300",4782
"Census Tract 314","Census Tract 314, Kings County, New York","36047031400","140","00","21","36","047","21",,"031400",4501
"Census Tract 315","Census Tract 315, Kings County, New York","36047031500","140","00","21","36","047","21",,"031500",5371
"Census Tract 317.01","Census Tract 317.01, Kings County, New York","36047031701","140","00","21","36","047","21",,"031701",3673
"Census Tract 317.02","Census Tract 317.02, Kings County, New York","36047031702","140","00","21","36","047","21",,"031702",3579
"Census Tract 319","Census Tract 319, Kings County, New York","36047031900","140","00","21","36","047","21",,"031900",3850
"Census Tract 320","Census Tract 320, Kings County, New York","36047032000","140","00","21","36","047","21",,"032000",70
"Census Tract 321","Census Tract 321, Kings County, New York","36047032100","140","00","21","36","047","21",,"032100",5612
"Census Tract 323","Census Tract 323, Kings County, New York","36047032300","140","00","21","36","047","21",,"032300",3763
"Census Tract 325","Census Tract 325, Kings County, New York","36047032500","140","00","21","36","047","21",,"032500",6641
"Census Tract 326","Census Tract 326, Kings County, New York","36047032600","140","00","21","36","047","21",,"032600",7247
"Census Tract 327","Census Tract 327, Kings County, New York","36047032700","140","00","21","36","047","21",,"032700",3868
"Census Tract 328","Census Tract 328, Kings County, New York","36047032800","140","00","21","36","047","21",,"032800",3304
"Census Tract 329","Census Tract 329, Kings County, New York","36047032900","140","00","21","36","047","21",,"032900",5856
"Census Tract 330","Census Tract 330, Kings County, New York","36047033000","140","00","21","36","047","21",,"033000",5288
"Census Tract 331","Census Tract 331, Kings County, New York","36047033100","140","00","21","36","047","21",,"033100",4725
"Census Tract 333","Census Tract 333, Kings County, New York","36047033300","140","00","21","36","047","21",,"033300",4491
"Census Tract 335","Census Tract 335, Kings County, New York","36047033500","140","00","21","36","047","21",,"033500",3120
"Census Tract 336","Census Tract 336, Kings County, New York","36047033600","140","00","21","36","047","21",,"033600",5159
"Census Tract 337","Census Tract 337, Kings County, New York","36047033700","140","00","21","36","047","21",,"033700",4541
"Census Tract 339","Census Tract 339, Kings County, New York","36047033900","140","00","21","36","047","21",,"033900",4541
"Census Tract 340","Census Tract 340, Kings County, New York","36047034000","140","00","21","36","047","21",,"034000",2511
"Census Tract 341","Census Tract 341, Kings County, New York","36047034100","140","00","21","36","047","21",,"034100",2779
"Census Tract 342","Census Tract 342, Kings County, New York","36047034200","140","00","21","36","047","21",,"034200",7462
"Census Tract 343","Census Tract 343, Kings County, New York","36047034300","140","00","21","36","047","21",,"034300",5434
"Census Tract 345","Census Tract 345, Kings County, New York","36047034500","140","00","21","36","047","21",,"034500",2529
"Census Tract 347","Census Tract 347, Kings County, New York","36047034700","140","00","21","36","047","21",,"034700",3140
"Census Tract 348.01","Census Tract 348.01, Kings County, New York","36047034801","140","00","21","36","047","21",,"034801",1064
"Census Tract 348.02","Census Tract 348.02, Kings County, New York","36047034802","140","00","21","36","047","21",,"034802",907
"Census Tract 349","Census Tract 349, Kings County, New York","36047034900","140","00","21","36","047","21",,"034900",5572
"Census Tract 350","Census Tract 350, Kings County, New York","36047035000","140","00","21","36","047","21",,"035000",3579
"Census Tract 351","Census Tract 351, Kings County, New York","36047035100","140","00","21","36","047","21",,"035100",5052
"Census Tract 352","Census Tract 352, Kings County, New York","36047035200","140","00","21","36","047","21",,"035200",1267
"Census Tract 353","Census Tract 353, Kings County, New York","36047035300","140","00","21","36","047","21",,"035300",5558
"Census Tract 354","Census Tract 354, Kings County, New York","36047035400","140","00","21","36","047","21",,"035400",5622
"Census Tract 355","Census Tract 355, Kings County, New York","36047035500","140","00","21","36","047","21",,"035500",5433
"Census Tract 356","Census Tract 356, Kings County, New York","36047035600","140","00","21","36","047","21",,"035600",8164
"Census Tract 357","Census Tract 357, Kings County, New York","36047035700","140","00","21","36","047","21",,"035700",2295
"Census Tract 359","Census Tract 359, Kings County, New York","36047035900","140","00","21","36","047","21",,"035900",5257
"Census Tract 360.01","Census Tract 360.01, Kings County, New York","36047036001","140","00","21","36","047","21",,"036001",3475
"Census Tract 360.02","Census Tract 360.02, Kings County, New York","36047036002","140","00","21","36","047","21",,"036002",4230
"Census Tract 361","Census Tract 361, Kings County, New York","36047036100","140","00","21","36","047","21",,"036100",2533
"Census Tract 362","Census Tract 362, Kings County, New York","36047036200","140","00","21","36","047","21",,"036200",5084
"Census Tract 363","Census Tract 363, Kings County, New York","36047036300","140","00","21","36","047","21",,"036300",3664
"Census Tract 364","Census Tract 364, Kings County, New York","36047036400","140","00","21","36","047","21",,"036400",2641
"Census Tract 365.01","Census Tract 365.01, Kings County, New York","36047036501","140","00","21","36","047","21",,"036501",2349
"Census Tract 365.02","Census Tract 365.02, Kings County, New York","36047036502","140","00","21","36","047","21",,"036502",996
"Census Tract 366","Census Tract 366, Kings County, New York","36047036600","140","00","21","36","047","21",,"036600",4449
"Census Tract 367","Census Tract 367, Kings County, New York","36047036700","140","00","21","36","047","21",,"036700",1373
"Census Tract 369","Census Tract 369, Kings County, New York","36047036900","140","00","21","36","047","21",,"036900",4912
"Census Tract 370","Census Tract 370, Kings County, New York","36047037000","140","00","21","36","047","21",,"037000",4062
"Census Tract 371","Census Tract 371, Kings County, New York","36047037100","140","00","21","36","047","21",,"037100",3982
"Census Tract 373","Census Tract 373, Kings County, New York","36047037300","140","00","21","36","047","21",,"037300",4199
"Census Tract 374","Census Tract 374, Kings County, New York","36047037400","140","00","21","36","047","21",,"037400",9211
"Census Tract 375","Census Tract 375, Kings County, New York","36047037500","140","00","21","36","047","21",,"037500",2831
"Census Tract 377","Census Tract 377, Kings County, New York","36047037700","140","00","21","36","047","21",,"037700",3827
"Census Tract 379","Census Tract 379, Kings County, New York","36047037900","140","00","21","36","047","21",,"037900",2827
"Census Tract 381","Census Tract 381, Kings County, New York","36047038100","140","00","21","36","047","21",,"038100",4849
"Census Tract 382","Census Tract 382, Kings County, New York","36047038200","140","00","21","36","047","21",,"038200",6161
"Census Tract 383","Census Tract 383, Kings County, New York","36047038300","140","00","21","36","047","21",,"038300",3999
"Census Tract 385","Census Tract 385, Kings County, New York","36047038500","140","00","21","36","047","21",,"038500",3628
"Census Tract 386","Census Tract 386, Kings County, New York","36047038600","140","00","21","36","047","21",,"038600",3377
"Census Tract 387","Census Tract 387, Kings County, New York","36047038700","140","00","21","36","047","21",,"038700",3581
"Census Tract 388","Census Tract 388, Kings County, New York","36047038800","140","00","21","36","047","21",,"038800",3804
"Census Tract 389","Census Tract 389, Kings County, New York","36047038900","140","00","21","36","047","21",,"038900",2287
"Census Tract 390","Census Tract 390, Kings County, New York","36047039000","140","00","21","36","047","21",,"039000",2192
"Census Tract 391","Census Tract 391, Kings County, New York","36047039100","140","00","21","36","047","21",,"039100",1467
"Census Tract 392","Census Tract 392, Kings County, New York","36047039200","140","00","21","36","047","21",,"039200",2789
"Census Tract 393","Census Tract 393, Kings County, New York","36047039300","140","00","21","36","047","21",,"039300",2800
"Census Tract 394","Census Tract 394, Kings County, New York","36047039400","140","00","21","36","047","21",,"039400",2526
