Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001
"Census Tract 1","Census Tract 1, Bronx County, New York","36005000100","140","00","21","36","005","21",,"000100",12780
"Census Tract 2","Census Tract 2, Bronx County, New York","36005000200","140","00","21","36","005","21",,"000200",3545
"Census Tract 4","Census Tract 4, Bronx County, New York","36005000400","140","00","21","36","005","21",,"000400",3314
"Census Tract 5","Census Tract 5, Bronx County, New York","36005000500","140","00","21","36","005","21",,"000500",0
"Census Tract 11","Census Tract 11, Bronx County, New York","36005001100","140","00","21","36","005","21",,"001100",559
"Census Tract 15","Census Tract 15, Bronx County, New York","36005001500","140","00","21","36","005","21",,"001500",19
"Census Tract 16","Census Tract 16, Bronx County, New York","36005001600","140","00","21","36","005","21",,"001600",5237
"Census Tract 17","Census Tract 17, Bronx County, New York","36005001700","140","00","21","36","005","21",,"001700",1006
"Census Tract 20","Census Tract 20, Bronx County, New York","36005002000","140","00","21","36","005","21",,"002000",9068
"Census Tract 23","Census Tract 23, Bronx County, New York","36005002300","140","00","21","36","005","21",,"002300",4338
"Census Tract 24","Census Tract 24, Bronx County, New York","36005002400","140","00","21","36","005","21",,"002400",0
"Census Tract 25","Census Tract 25, Bronx County, New York","36005002500","140","00","21","36","005","21",,"002500",5109
"Census Tract 27.01","Census Tract 27.01, Bronx County, New York","36005002701","140","00","21","36","005","21",,"002701",3033
"Census Tract 27.02","Census Tract 27.02, Bronx County, New York","36005002702","140","00","21","36","005","21",,"002702",4736
"Census Tract 28","Census Tract 28, Bronx County, New York","36005002800","140","00","21","36","005","21",,"002800",5718
"Census Tract 31","Census Tract 31, Bronx County, New York","36005003100","140","00","21","36","005","21",,"003100",1478
"Census Tract 33","Census Tract 33, Bronx County, New York","36005003300","140","00","21","36","005","21",,"003300",3116
"Census Tract 35","Census Tract 35, Bronx County, New York","36005003500","140","00","21","36","005","21",,"003500",3473
"Census Tract 36","Census Tract 36, Bronx County, New York","36005003600","140","00","21","36","005","21",,"003600",7529
"Census Tract 37","Census Tract 37, Bronx County, New York","36005003700","140","00","21","36","005","21",,"003700",478
"Census Tract 38","Census Tract 38, Bronx County, New York","36005003800","140","00","21","36","005","21",,"003800",1263
"Census Tract 39","Census Tract 39, Bronx County, New York","36005003900","140","00","21","36","005","21",,"003900",6022
"Census Tract 40.01","Census Tract 40.01, Bronx County, New York","36005004001","140","00","21","36","005","21",,"004001",1420
"Census Tract 40.02","Census Tract 40.02, Bronx County, New York","36005004002","140","00","21","36","005","21",,"004002",1
"Census Tract 41","Census Tract 41, Bronx County, New York","36005004100","140","00","21","36","005","21",,"004100",5240
"Census Tract 43","Census Tract 43, Bronx County, New York","36005004300","140","00","21","36","005","21",,"004300",4789
"Census Tract 44","Census Tract 44, Bronx County, New York","36005004400","140","00","21","36","005","21",,"004400",4671
"Census Tract 46","Census Tract 46, Bronx County, New York","36005004600","140","00","21","36","005","21",,"004600",1428
"Census Tract 47","Census Tract 47, Bronx County, New York","36005004700","140","00","21","36","005","21",,"004700",5387
"Census Tract 48","Census Tract 48, Bronx County, New York","36005004800","140","00","21","36","005","21",,"004800",3678
"Census Tract 49","Census Tract 49, Bronx County, New York","36005004900","140","00","21","36","005","21",,"004900",246
"Census Tract 50","Census Tract 50, Bronx County, New York","36005005000","140","00","21","36","005","21",,"005000",10740
"Census Tract 52","Census Tract 52, Bronx County, New York","36005005200","140","00","21","36","005","21",,"005200",2186
"Census Tract 53.01","Census Tract 53.01, Bronx County, New York","36005005301","140","00","21","36","005","21",,"005301",34
"Census Tract 53.02","Census Tract 53.02, Bronx County, New York","36005005302","140","00","21","36","005","21",,"005302",4161
"Census Tract 54","Census Tract 54, Bronx County, New York","36005005400","140","00","21","36","005","21",,"005400",5550
"Census Tract 56","Census Tract 56, Bronx County, New York","36005005600","140","00","21","36","005","21",,"005600",2710
"Census Tract 57","Census Tract 57, Bronx County, New York","36005005700","140","00","21","36","005","21",,"005700",858
"Census Tract 58","Census Tract 58, Bronx County, New York","36005005800","140","00","21","36","005","21",,"005800",5
"Census Tract 59.01","Census Tract 59.01, Bronx County, New York","36005005901","140","00","21","36","005","21",,"005901",4972
"Census Tract 59.02","Census Tract 59.02, Bronx County, New York","36005005902","140","00","21","36","005","21",,"005902",2682
"Census Tract 60","Census Tract 60, Bronx County, New York","36005006000","140","00","21","36","005","21",,"006000",1081
"Census Tract 61","Census Tract 61, Bronx County, New York","36005006100","140","00","21","36","005","21",,"006100",4039
"Census Tract 62","Census Tract 62, Bronx County, New York","36005006200","140","00","21","36","005","21",,"006200",6399
"Census Tract 64","Census Tract 64, Bronx County, New York","36005006400","140","00","21","36","005","21",,"006400",3967
"Census Tract 65","Census Tract 65, Bronx County, New York","36005006500","140","00","21","36","005","21",,"006500",4655
"Census Tract 66","Census Tract 66, Bronx County, New York","36005006600","140","00","21","36","005","21",,"006600",4113
"Census Tract 67","Census Tract 67, Bronx County, New York","36005006700","140","00","21","36","005","21",,"006700",6491
"Census Tract 68","Census Tract 68, Bronx County, New York","36005006800","140","00","21","36","005","21",,"006800",3209
"Census Tract 69","Census Tract 69, Bronx County, New York","36005006900","140","00","21","36","005","21",,"006900",4323
"Census Tract 70","Census Tract 70, Bronx County, New York","36005007000","140","00","21","36","005","21",,"007000",4160
"Census Tract 71","Census Tract 71, Bronx County, New York","36005007100","140","00","21","36","005","21",,"007100",1885
"Census Tract 72","Census Tract 72, Bronx County, New York","36005007200","140","00","21","36","005","21",,"007200",5073
"Census Tract 73","Census Tract 73, Bronx County, New York","36005007300","140","00","21","36","005","21",,"007300",3248
"Census Tract 74","Census Tract 74, Bronx County, New York","36005007400","140","00","21","36","005","21",,"007400",3503
"Census Tract 75","Census Tract 75, Bronx County, New York","36005007500","140","00","21","36","005","21",,"007500",4688
"Census Tract 77","Census Tract 77, Bronx County, New York","36005007700","140","00","21","36","005","21",,"007700",1307
"Census Tract 78","Census Tract 78, Bronx County, New York","36005007800","140","00","21","36","005","21",,"007800",6171
"Census Tract 79","Census Tract 79, Bronx County, New York","36005007900","140","00","21","36","005","21",,"007900",6598
"Census Tract 81","Census Tract 81, Bronx County, New York","36005008100","140","00","21","36","005","21",,"008100",0
"Census Tract 83","Census Tract 83, Bronx County, New York","36005008300","140","00","21","36","005","21",,"008300",6204
"Census Tract 84","Census Tract 84, Bronx County, New York","36005008400","140","00","21","36","005","21",,"008400",2079
"Census Tract 85","Census Tract 85, Bronx County, New York","36005008500","140","00","21","36","005","21",,"008500",5428
"Census Tract 86","Census Tract 86, Bronx County, New York","36005008600","140","00","21","36","005","21",,"008600",4381
"Census Tract 87","Census Tract 87, Bronx County, New York","36005008700","140","00","21","36","005","21",,"008700",5203
"Census Tract 88","Census Tract 88, Bronx County, New York","36005008800","140","00","21","36","005","21",,"008800",3523
"Census Tract 89","Census Tract 89, Bronx County, New York","36005008900","140","00","21","36","005","21",,"008900",2886
"Census Tract 91","Census Tract 91, Bronx County, New York","36005009100","140","00","21","36","005","21",,"009100",81
"Census Tract 92","Census Tract 92, Bronx County, New York","36005009200","140","00","21","36","005","21",,"009200",4877
"Census Tract 94","Census Tract 94, Bronx County, New York","36005009400","140","00","21","36","005","21",,"009400",1600
"Census Tract 97","Census Tract 97, Bronx County, New York","36005009700","140","00","21","36","005","21",,"009700",133
"Census Tract 98","Census Tract 98, Bronx County, New York","36005009800","140","00","21","36","005","21",,"009800",5538
"Census Tract 99","Census Tract 99, Bronx County, New York","36005009900","140","00","21","36","005","21",,"009900",5317
"Census Tract 102","Census Tract 102, Bronx County, New York","36005010200","140","00","21","36","005","21",,"010200",43
"Census Tract 105","Census Tract 105, Bronx County, New York","36005010500","140","00","21","36","005","21",,"010500",439
"Census Tract 110","Census Tract 110, Bronx County, New York","36005011000","140","00","21","36","005","21",,"011000",397
"Census Tract 115.01","Census Tract 115.01, Bronx County, New York","36005011501","140","00","21","36","005","21",,"011501",1256
"Census Tract 115.02","Census Tract 115.02, Bronx County, New York","36005011502","140","00","21","36","005","21",,"011502",4139
"Census Tract 118","Census Tract 118, Bronx County, New York","36005011800","140","00","21","36","005","21",,"011800",5039
"Census Tract 119","Census Tract 119, Bronx County, New York","36005011900","140","00","21","36","005","21",,"011900",4793
"Census Tract 121.01","Census Tract 121.01, Bronx County, New York","36005012101","140","00","21","36","005","21",,"012101",2878
"Census Tract 121.02","Census Tract 121.02, Bronx County, New York","36005012102","140","00","21","36","005","21",,"012102",1619
"Census Tract 123","Census Tract 123, Bronx County, New York","36005012300","140","00","21","36","005","21",,"012300",2919
"Census Tract 125","Census Tract 125, Bronx County, New York","36005012500","140","00","21","36","005","21",,"012500",2271
"Census Tract 127.01","Census Tract 127.01, Bronx County, New York","36005012701","140","00","21","36","005","21",,"012701",2309
"Census Tract 127.02","Census Tract 127.02, Bronx County, New York","36005012702","140","00","21","36","005","21",,"012702",1588
"Census Tract 129.01","Census Tract 129.01, Bronx County, New York","36005012901","140","00","21","36","005","21",,"012901",2728
"Census Tract 129.02","Census Tract 129.02, Bronx County, New York","36005012902","140","00","21","36","005","21",,"012902",582
"Census Tract 130","Census Tract 130, Bronx County, New York","36005013000","140","00","21","36","005","21",,"013000",1179
"Census Tract 131","Census Tract 131, Bronx County, New York","36005013100","140","00","21","36","005","21",,"013100",3519
"Census Tract 132","Census Tract 132, Bronx County, New York","36005013200","140","00","21","36","005","21",,"013200",5655
"Census Tract 133","Census Tract 133, Bronx County, New York","36005013300","140","00","21","36","005","21",,"013300",6047
"Census Tract 135","Census Tract 135, Bronx County, New York","36005013500","140","00","21","36","005","21",,"013500",3126
"Census Tract 137","Census Tract 137, Bronx County, New York","36005013700","140","00","21","36","005","21",,"013700",4179
"Census Tract 138","Census Tract 138, Bronx County, New York","36005013800","140","00","21","36","005","21",,"013800",1940
"Census Tract 139","Census Tract 139, Bronx County, New York","36005013900","140","00","21","36","005","21",,"013900",571
"Census Tract 141","Census Tract 141, Bronx County, New York","36005014100","140","00","21","36","005","21",,"014100",2209
"Census Tract 143","Census Tract 143, Bronx County, New York","36005014300","140","00","21","36","005","21",,"014300",817
"Census Tract 144","Census Tract 144, Bronx County, New York","36005014400","140","00","21","36","005","21",,"014400",5518
"Census Tract 145","Census Tract 145, Bronx County, New York","36005014500","140","00","21","36","005","21",,"014500",4878
"Census Tract 147","Census Tract 147, Bronx County, New York","36005014700","140","00","21","36","005","21",,"014700",10925
"Census Tract 149","Census Tract 149, Bronx County, New York","36005014900","140","00","21","36","005","21",,"014900",3668
"Census Tract 151","Census Tract 151, Bronx County, New York","36005015100","140","00","21","36","005","21",,"015100",4743
"Census Tract 153","Census Tract 153, Bronx County, New York","36005015300","140","00","21","36","005","21",,"015300",2962
"Census Tract 154","Census Tract 154, Bronx County, New York","36005015400","140","00","21","36","005","21",,"015400",900
"Census Tract 155","Census Tract 155, Bronx County, New York","36005015500","140","00","21","36","005","21",,"015500",2779
"Census Tract 156","Census Tract 156, Bronx County, New York","36005015600","140","00","21","36","005","21",,"015600",1459
"Census Tract 157","Census Tract 157, Bronx County, New York","36005015700","140","00","21","36","005","21",,"015700",3571
"Census Tract 158","Census Tract 158, Bronx County, New York","36005015800","140","00","21","36","005","21",,"015800",1211
"Census Tract 160","Census Tract 160, Bronx County, New York","36005016000","140","00","21","36","005","21",,"016000",5196
"Census Tract 161","Census Tract 161, Bronx County, New York","36005016100","140","00","21","36","005","21",,"016100",4755
"Census Tract 162","Census Tract 162, Bronx County, New York","36005016200","140","00","21","36","005","21",,"016200",1719
"Census Tract 163","Census Tract 163, Bronx County, New York","36005016300","140","00","21","36","005","21",,"016300",301
"Census Tract 164","Census Tract 164, Bronx County, New York","36005016400","140","00","21","36","005","21",,"016400",1212
"Census Tract 165","Census Tract 165, Bronx County, New York","36005016500","140","00","21","36","005","21",,"016500",1243
"Census Tract 166","Census Tract 166, Bronx County, New York","36005016600","140","00","21","36","005","21",,"016600",2249
"Census Tract 167","Census Tract 167, Bronx County, New York","36005016700","140","00","21","36","005","21",,"016700",1822
"Census Tract 169","Census Tract 169, Bronx County, New York","36005016900","140","00","21","36","005","21",,"016900",1796
"Census Tract 171","Census Tract 171, Bronx County, New York","36005017100","140","00","21","36","005","21",,"017100",3
"Census Tract 173","Census Tract 173, Bronx County, New York","36005017300","140","00","21","36","005","21",,"017300",4842
"Census Tract 175","Census Tract 175, Bronx County, New York","36005017500","140","00","21","36","005","21",,"017500",6466
"Census Tract 177","Census Tract 177, Bronx County, New York","36005017700","140","00","21","36","005","21",,"017700",8119
"Census Tract 179","Census Tract 179, Bronx County, New York","36005017900","140","00","21","36","005","21",,"017900",8225
"Census Tract 181","Census Tract 181, Bronx County, New York","36005018100","140","00","21","36","005","21",,"018100",8573
"Census Tract 183","Census Tract 183, Bronx County, New York","36005018300","140","00","21","36","005","21",,"018300",8377
"Census Tract 184","Census Tract 184, Bronx County, New York","36005018400","140","00","21","36","005","21",,"018400",3695
"Census Tract 187","Census Tract 187, Bronx County, New York","36005018700","140","00","21","36","005","21",,"018700",33
"Census Tract 189","Census Tract 189, Bronx County, New York","36005018900","140","00","21","36","005","21",,"018900",7264
"Census Tract 193","Census Tract 193, Bronx County, New York","36005019300","140","00","21","36","005","21",,"019300",5248
"Census Tract 194","Census Tract 194, Bronx County, New York","36005019400","140","00","21","36","005","21",,"019400",1666
"Census Tract 195","Census Tract 195, Bronx County, New York","36005019500","140","00","21","36","005","21",,"019500",7327
"Census Tract 196","Census Tract 196, Bronx County, New York","36005019600","140","00","21","36","005","21",,"019600",499
"Census Tract 197","Census Tract 197, Bronx County, New York","36005019700","140","00","21","36","005","21",,"019700",7754
"Census Tract 198","Census Tract 198, Bronx County, New York","36005019800","140","00","21","36","005","21",,"019800",3772
"Census Tract 199","Census Tract 199, Bronx County, New York","36005019900","140","00","21","36","005","21",,"019900",7880
"Census Tract 201","Census Tract 201, Bronx County, New York","36005020100","140","00","21","36","005","21",,"020100",3629
"Census Tract 202","Census Tract 202, Bronx County, New York","36005020200","140","00","21","36","005","21",,"020200",1824
"Census Tract 204","Census Tract 204, Bronx County, New York","36005020400","140","00","21","36","005","21",,"020400",2884
"Census Tract 205","Census Tract 205, Bronx County, New York","36005020500","140","00","21","36","005","21",,"020500",9309
"Census Tract 206.01","Census Tract 206.01, Bronx County, New York","36005020601","140","00","21","36","005","21",,"020601",2375
"Census Tract 206.02","Census Tract 206.02, Bronx County, New York","36005020602","140","00","21","36","005","21",,"020602",859
"Census Tract 208","Census Tract 208, Bronx County, New York","36005020800","140","00","21","36","005","21",,"020800",2165
"Census Tract 210","Census Tract 210, Bronx County, New York","36005021000","140","00","21","36","005","21",,"021000",15804
"Census Tract 211","Census Tract 211, Bronx County, New York","36005021100","140","00","21","36","005","21",,"021100",4532
"Census Tract 212","Census Tract 212, Bronx County, New York","36005021200","140","00","21","36","005","21",,"021200",5232
"Census Tract 213.01","Census Tract 213.01, Bronx County, New York","36005021301","140","00","21","36","005","21",,"021301",1464
"Census Tract 213.02","Census Tract 213.02, Bronx County, New York","36005021302","140","00","21","36","005","21",,"021302",3981
"Census Tract 214","Census Tract 214, Bronx County, New York","36005021400","140","00","21","36","005","21",,"021400",816
"Census Tract 215.01","Census Tract 215.01, Bronx County, New York","36005021501","140","00","21","36","005","21",,"021501",3690
"Census Tract 215.02","Census Tract 215.02, Bronx County, New York","36005021502","140","00","21","36","005","21",,"021502",6726
"Census Tract 216.01","Census Tract 216.01, Bronx County, New York","36005021601","140","00","21","36","005","21",,"021601",4339
"Census Tract 216.02","Census Tract 216.02, Bronx County, New York","36005021602","140","00","21","36","005","21",,"021602",5293
"Census Tract 217.01","Census Tract 217.01, Bronx County, New York","36005021701","140","00","21","36","005","21",,"021701",5051
"Census Tract 217.02","Census Tract 217.02, Bronx County, New York","36005021702","140","00","21","36","005","21",,"021702",467
"Census Tract 218","Census Tract 218, Bronx County, New York","36005021800","140","00","21","36","005","21",,"021800",6648
"Census Tract 219","Census Tract 219, Bronx County, New York","36005021900","140","00","21","36","005","21",,"021900",1307
"Census Tract 220","Census Tract 220, Bronx County, New York","36005022000","140","00","21","36","005","21",,"022000",1445
"Census Tract 221","Census Tract 221, Bronx County, New York","36005022100","140","00","21","36","005","21",,"022100",8442
"Census Tract 223","Census Tract 223, Bronx County, New York","36005022300","140","00","21","36","005","21",,"022300",9682
"Census Tract 224.01","Census Tract 224.01, Bronx County, New York","36005022401","140","00","21","36","005","21",,"022401",2607
"Census Tract 224.02","Census Tract 224.02, Bronx County, New York","36005022402","140","00","21","36","005","21",,"022402",7127
"Census Tract 225","Census Tract 225, Bronx County, New York","36005022500","140","00","21","36","005","21",,"022500",6926
"Census Tract 227.01","Census Tract 227.01, Bronx County, New York","36005022701","140","00","21","36","005","21",,"022701",3036
"Census Tract 227.02","Census Tract 227.02, Bronx County, New York","36005022702","140","00","21","36","005","21",,"022702",1710
"Census Tract 227.03","Census Tract 227.03, Bronx County, New York","36005022703","140","00","21","36","005","21",,"022703",1585
"Census Tract 228","Census Tract 228, Bronx County, New York","36005022800","140","00","21","36","005","21",,"022800",5777
"Census Tract 229.01","Census Tract 229.01, Bronx County, New York","36005022901","140","00","21","36","005","21",,"022901",6093
"Census Tract 229.02","Census Tract 229.02, Bronx County, New York","36005022902","140","00","21","36","005","21",,"022902",3112
"Census Tract 230","Census Tract 230, Bronx County, New York","36005023000","140","00","21","36","005","21",,"023000",2754
"Census Tract 231","Census Tract 231, Bronx County, New York","36005023100","140","00","21","36","005","21",,"023100",1611
"Census Tract 232","Census Tract 232, Bronx County, New York","36005023200","140","00","21","36","005","21",,"023200",2333
"Census Tract 233.01","Census Tract 233.01, Bronx County, New York","36005023301","140","00","21","36","005","21",,"023301",4916
"Census Tract 233.02","Census Tract 233.02, Bronx County, New York","36005023302","140","00","21","36","005","21",,"023302",3545
"Census Tract 234","Census Tract 234, Bronx County, New York","36005023400","140","00","21","36","005","21",,"023400",2220
"Census Tract 235.01","Census Tract 235.01, Bronx County, New York","36005023501","140","00","21","36","005","21",,"023501",4405
"Census Tract 235.02","Census Tract 235.02, Bronx County, New York","36005023502","140","00","21","36","005","21",,"023502",5178
"Census Tract 236","Census Tract 236, Bronx County, New York","36005023600","140","00","21","36","005","21",,"023600",1873
"Census Tract 237.01","Census Tract 237.01, Bronx County, New York","36005023701","140","00","21","36","005","21",,"023701",8634
"Census Tract 237.02","Census Tract 237.02, Bronx County, New York","36005023702","140","00","21","36","005","21",,"023702",1212
"Census Tract 239","Census Tract 239, Bronx County, New York","36005023900","140","00","21","36","005","21",,"023900",8094
"Census Tract 240","Census Tract 240, Bronx County, New York","36005024000","140","00","21","36","005","21",,"024000",3502
"Census Tract 241","Census Tract 241, Bronx County, New York","36005024100","140","00","21","36","005","21",,"024100",5955
"Census Tract 242","Census Tract 242, Bronx County, New York","36005024200","140","00","21","36","005","21",,"024200",115
"Census Tract 243","Census Tract 243, Bronx County, New York","36005024300","140","00","21","36","005","21",,"024300",5415
"Census Tract 244","Census Tract 244, Bronx County, New York","36005024400","140","00","21","36","005","21",,"024400",2083
"Census Tract 245","Census Tract 245, Bronx County, New York","36005024500","140","00","21","36","005","21",,"024500",8540
"Census Tract 246","Census Tract 246, Bronx County, New York","36005024600","140","00","21","36","005","21",,"024600",2086
"Census Tract 247","Census Tract 247, Bronx County, New York","36005024700","140","00","21","36","005","21",,"024700",1807
"Census Tract 248","Census Tract 248, Bronx County, New York","36005024800","140","00","21","36","005","21",,"024800",3245
"Census Tract 249","Census Tract 249, Bronx County, New York","36005024900","140","00","21","36","005","21",,"024900",144
"Census Tract 250","Census Tract 250, Bronx County, New York","36005025000","140","00","21","36","005","21",,"025000",2297
"Census Tract 251","Census Tract 251, Bronx County, New York","36005025100","140","00","21","36","005","21",,"025100",6639
"Census Tract 252","Census Tract 252, Bronx County, New York","36005025200","140","00","21","36","005","21",,"025200",2417
"Census Tract 253","Census Tract 253, Bronx County, New York","36005025300","140","00","21","36","005","21",,"025300",6402
"Census Tract 254","Census Tract 254, Bronx County, New York","36005025400","140","00","21","36","005","21",,"025400",1886
"Census Tract 255","Census Tract 255, Bronx County, New York","36005025500","140","00","21","36","005","21",,"025500",6567
"Census Tract 256","Census Tract 256, Bronx County, New York","36005025600","140","00","21","36","005","21",,"025600",1727
"Census Tract 257","Census Tract 257, Bronx County, New York","36005025700","140","00","21","36","005","21",,"025700",1635
"Census Tract 258","Census Tract 258, Bronx County, New York","36005025800","140","00","21","36","005","21",,"025800",365
"Census Tract 261","Census Tract 261, Bronx County, New York","36005026100","140","00","21","36","005","21",,"026100",1517
"Census Tract 263","Census Tract 263, Bronx County, New York","36005026300","140","00","21","36","005","21",,"026300",7978
"Census Tract 264","Census Tract 264, Bronx County, New York","36005026400","140","00","21","36","005","21",,"026400",4798
"Census Tract 265","Census Tract 265, Bronx County, New York","36005026500","140","00","21","36","005","21",,"026500",6724
"Census Tract 266.01","Census Tract 266.01, Bronx County, New York","36005026601","140","00","21","36","005","21",,"026601",3003
"Census Tract 266.02","Census Tract 266.02, Bronx County, New York","36005026602","140","00","21","36","005","21",,"026602",5266
"Census Tract 267","Census Tract 267, Bronx County, New York","36005026700","140","00","21","36","005","21",,"026700",10953
"Census Tract 269","Census Tract 269, Bronx County, New York","36005026900","140","00","21","36","005","21",,"026900",4083
"Census Tract 271.01","Census Tract 271.01, Bronx County, New York","36005027101","140","00","21","36","005","21",,"027101",1385
"Census Tract 271.02","Census Tract 271.02, Bronx County, New York","36005027102","140","00","21","36","005","21",,"027102",15
"Census Tract 273","Census Tract 273, Bronx County, New York","36005027300","140","00","21","36","005","21",,"027300",7943
"Census Tract 274","Census Tract 274, Bronx County, New York","36005027400","140","00","21","36","005","21",,"027400",8489
"Census Tract 276","Census Tract 276, Bronx County, New York","36005027600","140","00","21","36","005","21",,"027600",7
"Census Tract 277","Census Tract 277, Bronx County, New York","36005027700","140","00","21","36","005","21",,"027700",5339
"Census Tract 279","Census Tract 279, Bronx County, New York","36005027900","140","00","21","36","005","21",,"027900",7182
"Census Tract 281","Census Tract 281, Bronx County, New York","36005028100","140","00","21","36","005","21",,"028100",3824
"Census Tract 283","Census Tract 283, Bronx County, New York","36005028300","140","00","21","36","005","21",,"028300",1208
"Census Tract 284","Census Tract 284, Bronx County, New York","36005028400","140","00","21","36","005","21",,"028400",820
"Census Tract 285","Census Tract 285, Bronx County, New York","36005028500","140","00","21","36","005","21",,"028500",3238
"Census Tract 286","Census Tract 286, Bronx County, New York","36005028600","140","00","21","36","005","21",,"028600",1268
"Census Tract 287","Census Tract 287, Bronx County, New York","36005028700","140","00","21","36","005","21",,"028700",3159
"Census Tract 288","Census Tract 288, Bronx County, New York","36005028800","140","00","21","36","005","21",,"028800",3066
"Census Tract 289","Census Tract 289, Bronx County, New York","36005028900","140","00","21","36","005","21",,"028900",4283
"Census Tract 293","Census Tract 293, Bronx County, New York","36005029300","140","00","21","36","005","21",,"029300",7196
"Census Tract 295","Census Tract 295, Bronx County, New York","36005029500","140","00","21","36","005","21",,"029500",4081
"Census Tract 296","Census Tract 296, Bronx County, New York","36005029600","140","00","21","36","005","21",,"029600",3801
"Census Tract 297","Census Tract 297, Bronx County, New York","36005029700","140","00","21","36","005","21",,"029700",3812
"Census Tract 300","Census Tract 300, Bronx County, New York","36005030000","140","00","21","36","005","21",,"030000",5862
"Census Tract 301","Census Tract 301, Bronx County, New York","36005030100","140","00","21","36","005","21",,"030100",1510
"Census Tract 302","Census Tract 302, Bronx County, New York","36005030200","140","00","21","36","005","21",,"030200",8864
"Census Tract 307","Census Tract 307, Bronx County, New York","36005030700","140","00","21","36","005","21",,"030700",8260
"Census Tract 310","Census Tract 310, Bronx County, New York","36005031000","140","00","21","36","005","21",,"031000",4284
"Census Tract 312","Census Tract 312, Bronx County, New York","36005031200","140","00","21","36","005","21",,"031200",1569
"Census Tract 314","Census Tract 314, Bronx County, New York","36005031400","140","00","21","36","005","21",,"031400",2024
"Census Tract 316","Census Tract 316, Bronx County, New York","36005031600","140","00","21","36","005","21",,"031600",1779
"Census Tract 317","Census Tract 317, Bronx County, New York","36005031700","140","00","21","36","005","21",,"031700",1047
"Census Tract 318","Census Tract 318, Bronx County, New York","36005031800","140","00","21","36","005","21",,"031800",1795
"Census Tract 319","Census Tract 319, Bronx County, New York","36005031900","140","00","21","36","005","21",,"031900",7
"Census Tract 320","Census Tract 320, Bronx County, New York","36005032000","140","00","21","36","005","21",,"032000",2059
"Census Tract 322","Census Tract 322, Bronx County, New York","36005032200","140","00","21","36","005","21",,"032200",1144
"Census Tract 323","Census Tract 323, Bronx County, New York","36005032300","140","00","21","36","005","21",,"032300",5189
"Census Tract 324","Census Tract 324, Bronx County, New York","36005032400","140","00","21","36","005","21",,"032400",2826
"Census Tract 328","Census Tract 328, Bronx County, New York","36005032800","140","00","21","36","005","21",,"032800",3937
"Census Tract 329","Census Tract 329, Bronx County, New York","36005032900","140","00","21","36","005","21",,"032900",1668
"Census Tract 330","Census Tract 330, Bronx County, New York","36005033000","140","00","21","36","005","21",,"033000",5111
"Census Tract 332","Census Tract 332, Bronx County, New York","36005033200","140","00","21","36","005","21",,"033200",8089
"Census Tract 333","Census Tract 333, Bronx County, New York","36005033300","140","00","21","36","005","21",,"033300",435
"Census Tract 334","Census Tract 334, Bronx County, New York","36005033400","140","00","21","36","005","21",,"033400",224
"Census Tract 336","Census Tract 336, Bronx County, New York","36005033600","140","00","21","36","005","21",,"033600",6138
"Census Tract 338","Census Tract 338, Bronx County, New York","36005033800","140","00","21","36","005","21",,"033800",3848
"Census Tract 339","Census Tract 339, Bronx County, New York","36005033900","140","00","21","36","005","21",,"033900",1071
"Census Tract 340","Census Tract 340, Bronx County, New York","36005034000","140","00","21","36","005","21",,"034000",4360
"Census Tract 341","Census Tract 341, Bronx County, New York","36005034100","140","00","21","36","005","21",,"034100",1901
"Census Tract 342","Census Tract 342, Bronx County, New York","36005034200","140","00","21","36","005","21",,"034200",1533
"Census Tract 343","Census Tract 343, Bronx County, New York","36005034300","140","00","21","36","005","21",,"034300",1570
"Census Tract 344","Census Tract 344, Bronx County, New York","36005034400","140","00","21","36","005","21",,"034400",1537
"Census Tract 345","Census Tract 345, Bronx County, New York","36005034500","140","00","21","36","005","21",,"034500",3499
"Census Tract 346","Census Tract 346, Bronx County, New York","36005034600","140","00","21","36","005","21",,"034600",5109
"Census Tract 350","Census Tract 350, Bronx County, New York","36005035000","140","00","21","36","005","21",,"035000",1896
"Census Tract 351","Census Tract 351, Bronx County, New York","36005035100","140","00","21","36","005","21",,"035100",3366
"Census Tract 352","Census Tract 352, Bronx County, New York","36005035200","140","00","21","36","005","21",,"035200",1864
"Census Tract 354","Census Tract 354, Bronx County, New York","36005035400","140","00","21","36","005","21",,"035400",1035
"Census Tract 356","Census Tract 356, Bronx County, New York","36005035600","140","00","21","36","005","21",,"035600",2020
"Census Tract 358","Census Tract 358, Bronx County, New York","36005035800","140","00","21","36","005","21",,"035800",6917
"Census Tract 359","Census Tract 359, Bronx County, New York","36005035900","140","00","21","36","005","21",,"035900",1346
"Census Tract 361","Census Tract 361, Bronx County, New York","36005036100","140","00","21","36","005","21",,"036100",6283
"Census Tract 363","Census Tract 363, Bronx County, New York","36005036300","140","00","21","36","005","21",,"036300",6571
"Census Tract 364","Census Tract 364, Bronx County, New York","36005036400","140","00","21","36","005","21",,"036400",2699
"Census Tract 365.01","Census Tract 365.01, Bronx County, New York","36005036501","140","00","21","36","005","21",,"036501",3421
"Census Tract 365.02","Census Tract 365.02, Bronx County, New York","36005036502","140","00","21","36","005","21",,"036502",1793
